28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:27.752,18151424,28-10-2021 13:52:03.462,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
28-10-2021 13:51:28.008,18153472,28-10-2021 13:52:03.474,2048,
